userName,content,score,at
Ahmed Zayed,"While Uber is a widely used ride-sharing app, its interface isn't always intuitive. A common frustration is the app frequently displaying information about your previous driver when booking a new ride, which can be confusing. The persistent tip notifications can also be intrusive. Furthermore, essential features like saving your home location, easily accessing trip details, and checking payment status are not as straightforward as they should be, making for a less-than-seamless user experience.",1,2025-07-07 15:22:51
Eslam saad,ممتاز,5,2025-07-07 14:58:04
Jamal Sofan,ممتاز,5,2025-07-07 14:54:50
Hany Morsy,ممتاز,5,2025-07-07 14:03:55
Abdelsamea Mahdy,جيد جدا,4,2025-07-07 13:56:52
Roushdy,ممتعة,5,2025-07-07 13:52:10
Mohmoud Sayad,جيد,5,2025-07-07 13:50:36
Nasser,جيده,5,2025-07-07 13:49:39
محمد حنفي,سائق محترم,5,2025-07-07 12:47:37
عبدالرحمن جابر,راع,5,2025-07-07 12:47:01
مازن الريحاني,تجربه مره ممتازه,5,2025-07-07 12:21:10
غنام التونسى,محترم وخلوق,5,2025-07-07 12:12:30
Ahmed adel elaskalany,جيد,5,2025-07-07 11:53:06
نور فايز,ممتاز,5,2025-07-07 11:48:31
Abdalla Samy,عملي للغاية,5,2025-07-07 11:45:11
Mohamad Gad,كان سائق محترف وشكرا اوبر,5,2025-07-07 11:17:40
Hassan Sahmrani,شركة محترمة وكباتن محترمين جدا,5,2025-07-07 11:10:04
عادل الطيار,السواق مش امين,5,2025-07-07 10:59:16
عصام ايجا معلومات,جميل,5,2025-07-07 10:35:10
Sggshgs TfCcs,شكرا لكم,5,2025-07-07 10:28:14
Mohamed,برنامج جيد جيدا,5,2025-07-07 10:18:32
يوسف الزيات,التطبيق الافضل بين جميع التطبيقات في العالم و الواطن العربي,5,2025-07-07 10:18:13
moaazramy 2222,تجربه ممتازه,5,2025-07-07 10:08:11
ahmed,جيده,5,2025-07-07 09:52:53
Fatma Said,ممتاز,5,2025-07-07 09:50:28
Marsel Mousa,رائع,5,2025-07-07 08:39:06
ali kamal,انجاز أنا أول مرة اركب اسكوتر,5,2025-07-07 08:30:44
gg ى,اصطووووووووووري فك أزمة,5,2025-07-07 08:18:00
محمد رمضان,روعه,5,2025-07-07 08:12:34
ali alghamdi,ممتازه,5,2025-07-07 07:05:44
سماح محمد,الرجاء الالتزام بالمبلغ الذي يظهر للعميل عند طلب الخدمه ارجو وضع طريقة مباشرة لتقديم الشكاوى.,1,2025-07-07 06:53:26
mohammed amin,رحلة رائعه,5,2025-07-07 06:16:16
Hany albakry,السعر مبالغ فيه جدآ ديدي وصلني بي 17 جنيه,1,2025-07-07 06:14:04
محمد الونش,شكرا اوبر,5,2025-07-07 05:45:12
Rashayousry Kandil,تطبيق متميز,5,2025-07-07 05:08:28
Ramy Reda,ممتازة,5,2025-07-07 04:35:06
hossam edien,احلى أوبر والله,5,2025-07-07 04:09:31
الشيخ خالد أشرف الخواجا,ممتاز جدا ١٠ من ١٠,5,2025-07-07 04:01:10
Mohamed Elgedawy,جميله جدا,5,2025-07-07 03:18:50
ايهاب محمد,جميل جدا,5,2025-07-07 01:46:23
yasein gaming,حلو,5,2025-07-06 23:00:42
Omar Fathy,تجربه مريحه وممتازة,5,2025-07-06 22:13:47
Sara Ahmed,ممتاز,5,2025-07-06 21:52:49
احمد عباس,ممتاز جدا جدا,5,2025-07-06 21:32:42
برايك جاسر,الحمدلله تمام,5,2025-07-06 21:24:43
Ahmed Alakhn,اكثر من رائع,5,2025-07-06 20:50:51
E.M,جيد جدا,5,2025-07-06 20:32:35
Mokka Mokka,ممتاز,5,2025-07-06 20:25:35
Mostafa السبع,جميل ومريح,5,2025-07-06 19:33:26
mohmad khald,جيد,4,2025-07-06 18:58:05
بن جلهمي المالكي,تطبيق يعمل بالغباء الإصطناعي,1,2025-07-06 18:51:03
Bassma Hakeem,ليه طلب صورة شخصية كمنتقبة إزاي يتم إرسال صورة ده غير منطقي,1,2025-07-06 18:48:22
Hasen Hafiz,ممتازه,5,2025-07-06 18:41:14
Ahmed Mostafa,ممتاز,5,2025-07-06 18:30:54
Sahar اللهي يعطيك ش الصحهS,عاديه لاسيءه ولاحسنه,5,2025-07-06 18:19:51
ابو زيزو,نايس,5,2025-07-06 17:48:18
عوض الخريشا,ممتازه,5,2025-07-06 17:37:48
Osama Bahlol,تجربة ممتازة,5,2025-07-06 17:27:11
Zainab Riyad,ممتازة,5,2025-07-06 17:05:27
Body Body,جميل,5,2025-07-06 16:52:06
abo hmzaa,ممتازه,5,2025-07-06 16:47:29
Ammar Almustafa,ممتازه,1,2025-07-06 16:23:37
mayo,ناس محترمه,5,2025-07-06 16:19:49
NORA Mohmed,ممتاز,5,2025-07-06 16:13:26
Khaled Alkathiri,جميل ودقيق,5,2025-07-06 15:36:33
حسين مهران,كان التطبيق فى بداية استخدامي له مميز ونشط وكان اغلب اعتمادي عليه في مشوير عملي لكن للاسف لتاني مره اقوم بالغاء الرحلة بعد الانتظار فتره طويله في الشارع وعلي الطريق فالرجاء من السائق لاتقم بقبول الطلب الا وانت جاد في الاستمرار فيه ولا تقم بتعطيل مصالح الناس لابد من الجديه والالتزام في التعامل حتي لاتسوء سمعة التطبيق وسمعة زملائك المجتهدين.,1,2025-07-06 15:17:41
qhsmns Nj,ممتاز,5,2025-07-06 15:17:26
احمد ابراهيم,تجربه ممتازه,5,2025-07-06 15:12:12
امين الشميري,ممتاز جدا وامانه,5,2025-07-06 15:11:50
Assim Ahmmad,مستوي ردئ جدا جدا في خدمة العملاء ولا يمكنني الوصول معهم الي حل,1,2025-07-06 15:00:27
Henna Hafez,ممتازه,5,2025-07-06 14:25:28
علي ماهر,رائع جداا,5,2025-07-06 13:28:25
Mahmoud Basiouny,ممتاز,5,2025-07-06 13:13:22
يوسف حبلص,ميستهلش أي تقيم ولو هقيم يبقي أقل من الزبالة شويه,1,2025-07-06 13:09:26
محمد نعمان (المقطري),تطبيق ممتاز,5,2025-07-06 13:05:45
nagham ibrahim,جيده,5,2025-07-06 13:01:15
حمد الشمري,جيد جدا,5,2025-07-06 12:58:57
ahamed alatwi,ممتاز,5,2025-07-06 11:42:44
Shabaan Ziada,جيده,4,2025-07-06 10:46:27
منوعات مميزة,ممتاز داخل المملكة السعودية وسائقيهم جدا ممتازين,5,2025-07-06 10:38:24
IBRAHIM SALAH,احلى تطبيق,5,2025-07-06 10:21:13
Abu Ahmed,ممتازه,5,2025-07-06 10:12:19
Buraq Aljimad,تطبيق ممتاز ورائع,5,2025-07-06 10:05:58
N. H,رائع,5,2025-07-06 09:43:51
Hany Zezo,سواق محترم,5,2025-07-06 09:42:52
عقلا الشمري,ممتاز,5,2025-07-06 09:25:40
محمد عمر بن سحيم,تجربه جيدة جدآ سائق محترم نظيف,5,2025-07-06 08:55:42
Mona Ashraf,جيد,5,2025-07-06 08:44:48
Enas Mahdy,اوبر شاتل تطبيق ممتاز,5,2025-07-06 07:25:30
Fdgy Tyr,ممتازه,5,2025-07-06 07:25:08
Mohamed,احلي تطبيق في،العالم,5,2025-07-06 07:10:57
rashid Ali,رائع جداً جداً,5,2025-07-06 07:09:32
nawaf alshammari,روعه,5,2025-07-06 07:02:41
Nawal Shawabkh,سريع جدا في الاستجابه,5,2025-07-06 06:30:13
hafed atwah,ممتاز جداّ,5,2025-07-06 06:04:45
احمد جراد,جميل,5,2025-07-06 04:17:27
Hshud,ممتاز جدا,5,2025-07-06 03:50:17
Estebreq Alsemnawi,ممتاز جدا وخدمة سريعة وكان السائق ودود ولطيف معنا,5,2025-07-06 03:00:36
Samar Magdy,تجربة مميزة,5,2025-07-06 02:51:17
Nabeh Gerges,البرنامج بيسقط كثيرآ ويحملوني الغرامة,1,2025-07-06 02:19:51
رفعت احمد رفعت,ممتاز,5,2025-07-06 02:12:35
Khaled Alharthi,ممتاز,5,2025-07-06 01:44:15
Amara Sulaiman,good,5,2025-07-06 01:18:44
Ramadan Mahamed,تطبيق جيد ممتاز,5,2025-07-06 01:17:02
حسام مدني,خدمه ممتاز,5,2025-07-06 01:14:59
zaid zaid,كان السائق اللي انا ركبت معاه كان سائق نظيف ولا يتكلم ابدا في رحله وكنت سعيدا جدا,5,2025-07-06 00:57:14
Bakaer Bakaer,وتعاملت مع أوبر من أكتر من ٣ سنوات وسوف أوقف التعامل نهائي لسوء التعامل من الكابتن واستغلال الموقف لمصلحتهم ومعي صور للمحادثات تثبت كلامك وسوف التعامل مع الموضوع بجديه وأبلغ حقوق المستهلك ومباحث الإنترنت وتقييم لما حدث 0 من خمسه لتكرار الموقف لأن التعامل بلا التزام يسي للشركه,1,2025-07-05 22:29:02
Yasmeen Magdy,ممتاز,5,2025-07-05 22:12:47
ابو مقدام محمد حبيش,تجربه رائعه,5,2025-07-05 21:58:32
عبدالرحمن احمد,حلو جدااا,5,2025-07-05 21:54:46
Diaa Gnyl,ممتاز,5,2025-07-05 21:23:29
Kaori Miyazonz,يلغي المشوار و يتم وضع مبلغ مالي عليك سيء جداً,1,2025-07-05 21:18:28
abo joud,فاق الممتاز,5,2025-07-05 20:57:03
Reda morad Zahran,معاملة جيدة جدا,5,2025-07-05 20:35:07
Emad Mohamed,ممتازه,5,2025-07-05 20:24:24
Mo shaban Yasen,وسط الي ممتاز,5,2025-07-05 20:08:16
『MX 丨BKORY』,ماشاء الله سريع,5,2025-07-05 20:07:28
Ayman Sadawey,تطبيق يمتاز بالأمان والكابتن منتهى الذوق والاحترام التطبيق جيدا جدا ورائع,5,2025-07-05 18:58:42
Reham Mahmud,ممتاز,5,2025-07-05 18:56:44
Amr Nabih,اختاروا الكباتن الي بتشغلوها الكباتن بتشتغلوها تطبيق زفت,1,2025-07-05 18:42:12
علاء العايدى,من افضل التطبيقات,5,2025-07-05 18:23:31
FILM HD,تمام جميل,5,2025-07-05 18:10:22
Abomazen Elmohager,جيدة,5,2025-07-05 17:58:36
Ashrf Altaib,جميل,5,2025-07-05 17:56:34
Rayna biri,ممتاز جدا,5,2025-07-05 17:10:53
مدحت ذكى,ممتازة,5,2025-07-05 17:00:33
AHMED MHAMED,انا بجد مبسوط جدآ خدمه رائعه صراع الكابتن كانت محترمه جدا في التعامل والاسعار مناسبه,5,2025-07-05 16:46:48
ساره سيد,سئ جدا للاسف ووقت انتظار طويل علشان يتم قبول المشوار وازا تم القبول يتم الغاء المشوار من الكابتن وحاجه اخر قلت احترام,1,2025-07-05 16:36:07
Ramadan Elmagh11,ممتاز,5,2025-07-05 16:18:20
Nour Hamada,لو تم ايجاد طريقة لمنع السائق من الإلغاء سيكون هذا اكثر راحة,4,2025-07-05 14:57:02
Nirmen Magdy,بطئ اوي,1,2025-07-05 14:55:00
Ahmed Ali,سئ للغايه,1,2025-07-05 14:49:47
haneen Emy,ممتازه,5,2025-07-05 14:49:02
ayman oun,الاستاذ المحترم وخلوق جدآ,5,2025-07-05 14:40:10
Gamal Aledresi,حلوووو,5,2025-07-05 14:08:52
عبدالرحمن المالكي,جيد,5,2025-07-05 13:49:38
Abdo Basha,رائع,5,2025-07-05 13:33:55
Eslam Samer,موقف مدينتي,5,2025-07-05 13:27:34
Elin Elin,رائع,5,2025-07-05 13:07:53
Omar Alomary,ممتاز,5,2025-07-05 12:57:56
عبدالرحمن علي حسن البريكي,اطلق تطبيق للامانة,5,2025-07-05 11:53:16
Habiba Ahmed,جيد جدا,5,2025-07-05 11:22:20
Naguib,التحديث الاخير وحش جدا,1,2025-07-05 11:06:25
Hamada Saleh,تمام كويس جدا,5,2025-07-05 10:27:06
john kamel,حد كويس جدا,5,2025-07-05 10:13:31
مهند العصيمي,جيد,3,2025-07-05 10:05:05
محمد عبد المقصود,ممتازه,5,2025-07-05 09:46:52
Saied Nada,رائعة,5,2025-07-05 09:22:54
مصطفي العربي,تجربه ممتازه,5,2025-07-05 09:17:35
Ahmed Ragab,شكرا جزيلا,5,2025-07-05 08:42:36
a l a w t a b a,ممتازه,5,2025-07-05 08:39:30
soraj,آمن و مريح,5,2025-07-05 08:25:22
Mohammed Ali,ممتاز,5,2025-07-05 08:24:14
ادم عبدالله,خدمة ممتازة وسهلا لمستخدم وكذلك أمان,5,2025-07-05 07:48:41
احمد عطيه,تطبيق سئ جدا بيجيب عربيه على مسافه كبيره وبعدين يجى يقولك اصلا دى مش وجهة ويلغى الرحله واحد واتنين وتلاته الوجهه من مدينه نصر للتجمع اى المشكله فى التجمع مش فاهم,1,2025-07-05 07:30:03
Abdo Farah,جيد جدا,5,2025-07-05 07:24:51
Moaa Emad,ممتازة,5,2025-07-05 07:21:01
Ay Ze,جيده جدا,4,2025-07-05 06:52:36
manal zain,ممتاز التطبيق اوبر وامان,5,2025-07-05 06:51:18
ساره احبکم بس,ممتاز وسهل الاستخدام وسريع جدا,5,2025-07-05 06:36:04
waleed soliman,ممتاز,5,2025-07-05 06:16:34
Ahmed Alboukhary,تجربه ممتازه,5,2025-07-05 06:02:47
محمد,جيده جدا,5,2025-07-05 05:40:03
Malak,جميل جدا ورائع جدا,5,2025-07-05 04:25:08
mohamed ali,تجربة ممتازه,5,2025-07-05 04:20:09
محمد المتعب,رائعه,5,2025-07-05 04:06:03
عماد نعسان,Sehr gur,5,2025-07-05 03:44:16
Ameer Alhzmi,رائع ومناسب جدا,5,2025-07-05 02:55:41
Noha Essam,تجربة سيئة اتصلت بيهالساعة ٣ وعشر دقائق قالي السائق يتواصل معكي ٣و٢٤ من الدقائق فضلت منتظرة في الشارعفي عز الحر بعت رسالة وقال سيتواصل معكي ٣و٤٠ من الدقائق وفي الاخر بعت رسالة كل السائق مشغول فاتصرفت وركبت مواصلة اتصل بيا السائق ٤ ونص ويقلي أنا سائق اوبر حضرتك اتصلتي فراح مكنسل رحلتي وكأني انا الغلطانةبجد برنامج فاشل وادارة فاشلة,1,2025-07-05 01:50:44
Hanafy Hanafy,ممتاز,5,2025-07-05 00:00:45
Helen money how,👍👍👍,5,2025-07-04 23:54:57
عمر محمود الجعافره,كويس,5,2025-07-04 23:17:52
نجوى الام,ممتاز جدا سواقين محترمين خالص,5,2025-07-04 22:17:13
Mansour Abdallah,Good,5,2025-07-04 21:35:45
Aboo_arwa Elnaby,ممتاز,5,2025-07-04 21:12:44
Abdalgader Elfatih,جيد,5,2025-07-04 21:11:30
F Gg,شكرا,5,2025-07-04 20:17:42
Uio As,ممتازة والسائق مهذب وقمه فى الإحترام,5,2025-07-04 20:00:33
معاذ معاذ جمال,جميل جدا جدا,5,2025-07-04 19:44:57
حمدى برعى,ممتاز,5,2025-07-04 19:31:03
لوله المقرن,البرنامج ممتاز,5,2025-07-04 19:18:33
سناء فتح الرحمن,ممتازه جداً,5,2025-07-04 19:15:41
Tota Molly,ممتاز,5,2025-07-04 19:11:34
مروان صلاح,جيد جداً,4,2025-07-04 18:59:50
M. Saad,بصراحه نجمه واحدة كفايا عليكم بسبب تعديل الطلبات و التحكم السائق في أنه يوافق علي المشوار أو لا,1,2025-07-04 18:15:18
يوسف الحبيشي,ممتاز وسعرهم كويس شكرا جزيلا,4,2025-07-04 17:15:58
هلال الزبير,قمة في التواضع والاحترام والتعامل,1,2025-07-04 16:39:53
محمد عوض الجيد,ممتازه جدا جدا جدا,5,2025-07-04 16:34:54
مومن ابو الدهب,لا شركه محترمه جدا جدا اسم كريم اوبر,5,2025-07-04 16:33:45
Beba Hamed,ناس مريضه حرفيا بياخد فلوس وغرامات من غير ما اركب,1,2025-07-04 16:17:31
ماجد اليافعي,احسن شي في مصر الاوبر,5,2025-07-04 16:00:30
محمد ابو ادهم,ممتازه,5,2025-07-04 15:57:06
Ahmed Salah,التغطية ضعيفة.,2,2025-07-04 15:55:21
Mostafa Ahmed,والله مش وحش الناس معظمها محترمين .,5,2025-07-04 15:31:01
Karim Ahmed,حلو اوي,5,2025-07-04 15:30:49
mohamed sayed,رائعه,5,2025-07-04 15:30:46
Nora Alj3far,الاسعار مرتفعه جدا وسامسح البرنامج لان سعر العداد والتاكسي اللي بره ارخص من البرنامج,1,2025-07-04 15:02:07
‪Q8ANDQ8 (700HP)‬‏,الاسعار غاليه جدا,1,2025-07-04 14:59:25
Saher Ahmed Albasheer,سيئة للغاية,2,2025-07-04 14:58:49
abbod,ما شاء الله,5,2025-07-04 14:50:24
Mostafa Mahmoud129,عجبني اووي أسلوب السائق راجل برنس وذوق فشخ وكمان سريع ومش متهور,5,2025-07-04 14:43:53
شيماء شكري,خدمه ممتازه وكابتن محترم جدا,5,2025-07-04 14:16:07
RAEDMUSTAFA ALDUBAI,ممتاز,5,2025-07-04 13:52:17
نور خليفه,جيد جدا,5,2025-07-04 13:23:14
suhail.N,ررروعة بالفعل اسعار ممتازة,5,2025-07-04 12:13:05
Khaled Nawaf,ممتاز,5,2025-07-04 12:12:01
Nisreen Ortashi,واحد من كباتن التوصيل سرق الحاجه المفروض يوصلها وبحاول اعمل بلاغ وشكوى الشركه ما اختمتش بالموضوع ونفس الشخص سرق من كم حد برضو والشركه مش عايزه تهتم بالبلاغات وهو لسه شغال للاسف,1,2025-07-04 11:47:44
Shakir Shakir,جيده جدا,5,2025-07-04 11:38:33
mostafa sliem,فيه كباتن فيه حراميه وبتقبل الحرام لما السواق يقولي هحطلك الباقي في المحفظه ويسرق الباقي يبقي انتوا برنامج شمال,1,2025-07-04 11:37:03
محمد,ممتاز,5,2025-07-04 11:31:48
Malak Zamil,ممتاز,5,2025-07-04 11:11:01
Osama Mosley,جيدة جدا,5,2025-07-04 11:03:17
مهندس محمد مختار,ممتازه,5,2025-07-04 09:52:26
Fahd Elhamamy,خدمة ممتازة,5,2025-07-04 07:48:14
mohamed ahmed,جيد,5,2025-07-04 07:39:52
Mohamed El shaf3y,جميل جدا,5,2025-07-04 06:59:52
Aya Amer,ممتاز,5,2025-07-04 05:06:23
Abosofean000,سيئ جدا كل الكاباتن بتبقي جمبي وتلغلي المشاوير وتنزل عليا غرامات وتيجي تشتكي لا حياه لمن تنادي اتقوا الله شويه,2,2025-07-04 03:13:21
Bdb,رائع جدا جدا جدا,5,2025-07-04 02:21:37
احمد مقبل محسن,حلو جدا,5,2025-07-04 01:43:18
محمد احمد,جميل,5,2025-07-04 00:18:29
Mohamed alsaadni55 Alsaadni,رائع,5,2025-07-04 00:08:04
حسام حارص الجبالي,جيده جدا,5,2025-07-04 00:02:56
إيمان,الأفضل على الإطلاق جدددا مفيد و يبقى الأفضل,5,2025-07-03 23:24:09
Mah Moud,جيد,5,2025-07-03 23:20:19
Randa Tarek,رائعة,5,2025-07-03 23:10:33
Ahmed Mamdouh,افضل التطبيقات بصراحة ممتاز البرنامج,5,2025-07-03 22:52:40
ناجي المحمود,ممتاز,5,2025-07-03 22:42:43
ALKHLEEFA ALKHLEEFA,ممتاز,4,2025-07-03 22:33:21
قاصد ابو يافع السالمي,ممتاز,5,2025-07-03 21:49:22
Hamzah Alqurshi,خدمة العملاء جدا جدا سيء كأنهم يقولو لك لانستطيع خدمتك معقدينها سهلو للعميل لأن يتواصل معكم من ابسط حقوق العميل وماتقدرو توفروها لاتعرضو خدمتكم,1,2025-07-03 21:46:20
roa2 mahmoud,ممتاز,5,2025-07-03 21:24:38
سلطان جلال,ممتاز جدا,5,2025-07-03 20:59:53
Nour Alhiaa,👍,3,2025-07-03 20:41:17
Taima Tb,شكرا أوبر ربي يسعدكم,5,2025-07-03 20:39:16
Mustafa Abdel nasser,جيده,5,2025-07-03 20:10:47
Samir H,سيئ جدا جدا جدا في مصر ولايحترمون احد وما انصح باستخدامه خارج المملكة خصوصا في مصر بعكس السعودية رائع جدا بالممكلة وخدمة العملاء مميزة,1,2025-07-03 20:02:04
محمد بحر,تمام رائعه,5,2025-07-03 17:59:25
Maged Nady,رائع,5,2025-07-03 17:55:29
Mostafa Adel,جيده بفضل الله,5,2025-07-03 16:30:52
Alhamd Alhamad,اكثر من ممتاز جزاكم الله عنا كل خير,5,2025-07-03 16:29:05
Jehan Kamal,♥️♥️♥️♥️♥️,5,2025-07-03 16:25:27
عمر جارالنبي,تطبيق جميل جدا و يصل بسرعه والسيارة جميلة و مكيفة والاسعار رخيصة,5,2025-07-03 15:46:33
Khalid Khogali,ممتاز جدا,5,2025-07-03 15:40:03
Ahmed Jousef,جميلة جدا الى الان,5,2025-07-03 15:34:24
‪Abo Salah (Abo salah)‬‏,ممتاز جدا جدا,5,2025-07-03 15:27:36
Sheref Mneim,تطبيق محترم واكثر الكباتن محترمين,5,2025-07-03 14:51:39
علي البسيونى,برنامج رائع جدا,5,2025-07-03 14:23:52
الأمير عبده,ممتاز,5,2025-07-03 13:37:38
Amaar Nor,جميل أكثر من رائع,5,2025-07-03 13:33:46
Najah Mohamed,حلو,5,2025-07-03 12:57:35
Fatma Hamed,ممناز,5,2025-07-03 12:56:44
Mahmoud Eid,ممتاز,5,2025-07-03 12:34:19
Ahmed Khater,هذا البرنامج من أفضل البرامج على النت وأفضل وسيله تواصل,5,2025-07-03 12:31:57
Wahid fttah,انسان محترم ومثقف وذو خلق عالي جدا جدا,5,2025-07-03 12:21:05
shosho Shaymaa,السواقين في منتهى الاحترام ياريت الاستمرار,5,2025-07-03 11:24:21
Queen 777,الابلكيشن بقى سيء جدا وبنتظر فتره كبيره جدا لحد ما الاقي كابتن كمان الاسعار بقت جنونيه,1,2025-07-03 11:11:27
Mohamed Fathy,احلى اوبر,5,2025-07-03 11:08:55
Mohamed Tharwat,مش بطال,5,2025-07-03 10:25:54
Hassan Goomaa,أصبح التطبيق سيئ لايستاهل حتى نجمة ادفع مبلغ الرحلة للكابتن وبعدها يطلع عندي مديونية وغير مدفوع والشركة لاتتجاوب حصلت معي هذه المشكلة أكثر من مرة ولأنه لايوجد تواصل مباشر مع خدمة العملاء ولا حتى بيانات تواصل للكابتن وحتى على الايميل الرد يأتي غير مخصص . لا انصح باستخدامه مالم تتم معالجة المشكلات وهي كثيرة,1,2025-07-03 10:21:32
Ahmed Elshimy,سواق ممتاز جدا ومحترم وعربية جميلة بسم الله ماشاء الله من اكتر الشخصيات المحترمه فى أوبر يستحق اكتر من ٥ نجوم,5,2025-07-03 09:41:30
محمد العمري,جميل,5,2025-07-03 09:29:41
احمد السيد الكيلاني,سائق محترم. سيارة مناسبة,5,2025-07-03 09:19:23
Jacob Nosehy,الاعلانات بقيت سخيفة جدا جدا وده ممكن يخلينا نحذف التطبيق,1,2025-07-03 08:51:21
Apo Doma,good 👍,5,2025-07-03 08:44:22
أنفاس الورد,علموا سواقينكم الذوق والاخلاق مو نشتغل عنده على هالاسلوب ثانيا ياليت تهتمون بشكاوي العملاء,1,2025-07-03 08:40:02
Mostafa Lotfy,متميزة,5,2025-07-03 08:39:21
Asmaa Sabry,ممتاز,5,2025-07-03 08:35:42
أيوب محمد,ممتاز,5,2025-07-03 08:34:49
Aboor Gaaam,سريع وجميل سهل الاستخدام,5,2025-07-03 08:31:12
Eslam Nabel,حلوه,5,2025-07-03 08:20:38
osama eldezel,حريف طركات,5,2025-07-03 08:09:45
Ali Abrgad,جيد جدا,5,2025-07-03 07:12:13
ابو فيصل الرويثي,تطبيق ممتاز جدا جدا وهو الأول في الأسعار في نظري انا جيد جدا.,5,2025-07-03 05:23:33
Gfhhi Gidy,ممتازه,5,2025-07-03 04:30:12
Lo Lo,ممتاز,5,2025-07-03 03:35:16
مصعب مراغة,ممتازه,5,2025-07-03 02:47:17
ماجد الحداد Maged Elhddad,تطبيق سئ جدا جدا .. وغير عملي وبطئ . ولو نسيت تحديثه صدفة وانت في الشارع لن يعمل . ويعطلك وبسبب لك مشاكل. وتحديثاته شبه يومية وبمساحة كبيرة جدا والمشكلة ان تحديثاته لا تجد لها اي ميزة في للعميل,1,2025-07-03 01:51:00
Hana Mahmoud,تم الوصول بناجح,5,2025-07-03 00:38:27
محمدعلاء البراشى,ممتاز,5,2025-07-03 00:37:54
Moh,ابلكشن ممتاز جدا,5,2025-07-03 00:30:14
Talal Ghabra,متازه,5,2025-07-02 23:59:13
مجد كردي,رائع,5,2025-07-02 23:56:47
Lina Jamal,very good 👍,5,2025-07-02 23:15:37
Dalal Adil,ماشاءالله ممتاز وسياراتو ممتازه بس غالي,5,2025-07-02 23:00:57
Hassan Fawaz,ممتازة وكابتن متميز وعلى خلق.,5,2025-07-02 22:59:55
IBRAHIM ALWADEAI,ممتاز,5,2025-07-02 22:53:28
Mohamad nasr Nasr,ممتاز,5,2025-07-02 22:52:33
Adam Apatchy,"To jest naprawdę fałszywa aplikacja, radzę wszystkim mieć do czynienia z firmami takimi jak Bolt i innymi, ta aplikacja nie jest kworum",1,2025-07-02 22:27:12
محمد كمال,ممتاز,5,2025-07-02 22:19:53
mohamd hany,رائع 🤩,5,2025-07-02 22:14:09
Wafaa Nafez,سوقه هاديه ومهذب,5,2025-07-02 21:56:18
محمد ابراهيم,تجربة رائعة ممتعة,5,2025-07-02 21:30:25
Fahad Al-Subyani,اول تجربة لي مع أوبر وكانت ممتازة ولله الحمد,5,2025-07-02 21:16:31
Abdo,Excellent 👍,5,2025-07-02 20:59:29
hewida sayed,رائع جدآ سرعه الوصول,5,2025-07-02 20:57:44
ABDULLAH,ممتاز,5,2025-07-02 20:50:59
فارس أبو الفرسان,ممتاز جدا,5,2025-07-02 20:49:15
Mohamed Anter,أغلب السائقين يرسلوا رسائل بتغيير سعر الرحلة,2,2025-07-02 20:36:06
Soso Amer,ممتاز,5,2025-07-02 20:04:33
1929 00000000,كانت رحله سريعه وفي وقتها لم يتأخر وكان السائق حسن الخلق والأخلاق جزاه الله كل خير وكثر من أمثاله,5,2025-07-02 19:27:03
Omar Elsb3y,رحله ناجحه,5,2025-07-02 19:10:35
محمد على,بيقعد كتير على ما عربيه تجيلى,3,2025-07-02 18:59:19
سعيد الشرمان,تطبيق رائع جدا,5,2025-07-02 18:29:58
يوسف حسين احمد,ممتاز,5,2025-07-02 18:13:31
Alilotfyyy Lotfy,جيد جدا,5,2025-07-02 18:04:26
Ahmed fedawy,ممتاز,5,2025-07-02 17:54:41
Mohammed Sayed,تجربة سيئة جدا المبلغ بيتغير خلال الرحلة,1,2025-07-02 17:51:17
محمود ناصر,كويس جدا,5,2025-07-02 17:34:59
ahmed ebrahim,سئ جدا,1,2025-07-02 17:13:41
Ali Algebaly,ممتاز,2,2025-07-02 16:53:29
عبدالله محمد ابو عمر عوض كعيد,ممتاز,5,2025-07-02 16:40:17
جوله الكاميرا,لسه هجربه,5,2025-07-02 16:31:14
Life coach Hana Mahoud,ماشاء الله علي البرنامج جميل جدا ودقيق,5,2025-07-02 16:29:11
Waleed Saeed,راائع,5,2025-07-02 16:11:26
Ahmed El kowery,ممتازة,5,2025-07-02 16:08:52
Mohamed 0122,جميل وكابتن محترم,5,2025-07-02 16:07:42
Aa Aa,ممتاز,5,2025-07-02 16:02:31
Mohamed Kamel,محترم,5,2025-07-02 15:34:23
Ahmed Alshaer,ناس محترمة,5,2025-07-02 15:19:26
Eslam Alzubi,ممتاز وسريع,5,2025-07-02 15:02:26
Flp School مدرسة طلائع المستقبل الخاصة بالخانكة,جيد,5,2025-07-02 14:51:20
7atem MS,ممتاز جداً,5,2025-07-02 14:44:03
Lalla Mohammed,انضف شركة واحسن خدمة الى الآن,5,2025-07-02 14:15:34
mohammad Hani,طلبت سيارة تكسي وطلعت معها مشوار ولما وصلت دفعت كاش لسيارة بعديها بتيجيلي مسج اني ما دفعت المبلغ ومطلوب مني ادفع مبلغ انا دافعه اصلا,1,2025-07-02 13:55:11
Najwa moeen,سي,1,2025-07-02 13:47:27
حماده رمضان زايد,جميل جدا,5,2025-07-02 13:36:28
ahmed moksha,أكثر من رائع,5,2025-07-02 12:20:31
روزAbu Alia,ممتازة,5,2025-07-02 12:07:51
Badria Salman,موفقين,5,2025-07-02 12:06:43
Hassn Hassn,جيد جدا,5,2025-07-02 11:26:12
Nasma Ahmed,ممتازه,5,2025-07-02 11:26:04
