userName,content,score,at,sentiment,clean_text
مصطفى عرفات,جيده جدا,5,2025-07-25 07:10:03,positive,جيده جدا
Mali Nbe,ممتازه,5,2025-07-25 06:04:23,positive,ممتازه
yasser Elbehery,ممتاز جدا جدا,5,2025-07-25 05:31:34,positive,ممتاز جدا جدا
hamdy Ali,ممتاز,5,2025-07-25 04:09:01,positive,ممتاز
fares Harby,جميله جدا,5,2025-07-25 04:05:50,positive,جميله جدا
محي الدين ناصر ناصر,خدمة مريحة وممتازة,5,2025-07-25 04:01:26,positive,خدمه مريحه وممتازه
عبد الرحمن عربي,حلو وممتاز,5,2025-07-25 01:26:41,positive,حلو وممتاز
Feras Waheeb,جيد جدا,5,2025-07-25 01:13:45,positive,جيد جدا
ابو انس الجماعي 02 الجماعي,شكرا لسرعة الاستجابة وسهولة الاستخدام تطبيق يضمن السرعه والراحه 👍💓,5,2025-07-25 00:44:20,positive,شكرا لسرعه الاستجابه وسهوله الاستخدام يضمن السرعه والراحه
Mohamed Rezk,ممتاز جدا,5,2025-07-25 00:22:21,positive,ممتاز جدا
Ragab Gaber,ممتاز,5,2025-07-24 23:19:12,positive,ممتاز
صالح باشا,كل الشكر والتقدير,5,2025-07-24 23:12:22,positive,الشكر والتقدير
Nour Zidan,ممتازه,5,2025-07-24 23:09:41,positive,ممتازه
ابراهيم العربي,good luck,5,2025-07-24 23:02:53,positive,
Aml Osman,ممتازة,5,2025-07-24 21:42:27,positive,ممتازه
Ammar Mohammed,ممتاز,5,2025-07-24 21:22:52,positive,ممتاز
Ali Albadawi,سيئه لفرض رسوم بدون داعي,5,2025-07-24 21:14:21,positive,سيئه لفرض رسوم بدون داعي
راشد ابو كف,محترمين ومعامله جيده,5,2025-07-24 20:39:27,positive,محترمين ومعامله جيده
Khalid Abunawas,جيدة,3,2025-07-24 20:31:42,neutral,جيده
Jgvjgibkgj Cjvkuf,برنامج بياخد نسبه عاليه جدا بياخد نسبه عاليه جدا من الكابتن فبيكون السعر رايح الرحله غاليه عشان نسبته عاليه جدا اتصل اود الى 40% من ياخدها من الكابتن,1,2025-07-24 20:18:13,negative,بياخد نسبه عاليه جدا بياخد نسبه عاليه جدا الكابتن فبيكون السعر رايح الرحله غاليه عشان نسبته عاليه جدا اتصل اود الي ياخدها الكابتن
صالح محمد صالح,إنسان زوق وخلوق,5,2025-07-24 20:07:48,positive,انسان زوق وخلوق
Sulaiman One,جيدة,5,2025-07-24 19:45:47,positive,جيده
Abdullah Abuahmad,تطبيق رائع,5,2025-07-24 19:14:50,positive,رائع
mohamed khaled,بصراحه اول مره اتعامل مع الابلكيشن خدمه محترمه والاسعار ممتازه ربنا يكرمكم,5,2025-07-24 19:05:03,positive,بصراحه اول مره اتعامل الابلكيشن خدمه محترمه والاسعار ممتازه ربنا يكرمكم
محسن محمد,جيد,5,2025-07-24 19:02:15,positive,جيد
Ebrahim Saif,ممتاز,5,2025-07-24 18:58:05,positive,ممتاز
محمد مسعد,جيد,5,2025-07-24 18:57:39,positive,جيد
شحادة عبدالعال,ممتاز,5,2025-07-24 18:57:04,positive,ممتاز
Mesho,ممتاز,5,2025-07-24 18:53:38,positive,ممتاز
Mohamed Khalaf,ممتازه والاسعار كويسه جدا,5,2025-07-24 18:27:28,positive,ممتازه والاسعار كويسه جدا
احمد عشري رجب اللبيشي,ممتاز چدا,5,2025-07-24 18:25:23,positive,ممتاز چدا
Amr Mezo,جيدة,4,2025-07-24 18:18:21,positive,جيده
Mohamed El Morsi,رائع,5,2025-07-24 18:12:12,positive,رائع
Saeed Sami,التطبيق ممتاز جدا ❤️❤️,5,2025-07-24 17:42:30,positive,التطبيق ممتاز جدا
محمد الصاوى,ممتازه,5,2025-07-24 16:57:44,positive,ممتازه
Sherif Hamza,سائق ممتاز خلوق خبير في الطرق,5,2025-07-24 16:45:06,positive,سائق ممتاز خلوق خبير الطرق
Dodo Dody,زي الزفت ياريتني ماحملته,1,2025-07-24 16:42:46,negative,زي الزفت ياريتني ماحملته
Basma Ramy,بقي سئ جدا,1,2025-07-24 16:37:38,negative,بقي سئ جدا
زيزو و التوأم فن الرسم & فكرة وأختراع,ممتاز جدا,5,2025-07-24 16:13:25,positive,ممتاز جدا
Football Skills,احسن من دى دى واندريفر وارخص كمان وعربيات مكيفه,5,2025-07-24 16:05:39,positive,احسن دي دي واندريفر وارخص كمان وعربيات مكيفه
App App,ممتاز وجزاكم الله خيرا الجزاء 👍⭐️⭐️⭐️⭐️⭐️,5,2025-07-24 15:27:17,positive,ممتاز وجزاكم الله خيرا الجزاء
محمود محمد,روعه,5,2025-07-24 15:24:09,positive,روعه
سعد الدسيت,ممتاز جدا,5,2025-07-24 14:27:01,positive,ممتاز جدا
Ahmad Mostafa,هايل,5,2025-07-24 14:00:04,positive,هايل
Reham Azazy,ممتازة,5,2025-07-24 13:55:01,positive,ممتازه
مصر بلدى وأنا صعيدى,برنامج هايل ممتاز يا ريت يوصل جميع المحافظات,5,2025-07-24 13:41:18,positive,هايل ممتاز ريت يوصل المحافظات
aboanas alharbi,جيد جداً,3,2025-07-24 13:36:06,neutral,جيد جدا
Zahrah Ali,تم سحب مني مبالغ من دون إجراء مشوار لأكثر من مرة وعند التواصل مع الدعم لا أجد إجابة.,2,2025-07-24 13:29:57,negative,تم سحب مني مبالغ اجراء مشوار لاكثر مره وعند التواصل الدعم اجد اجابه
Mohame Said,ممتازه,5,2025-07-24 13:15:50,positive,ممتازه
حبيبي يا ربنا,جميل,5,2025-07-24 13:08:14,positive,جميل
7ekaya 7ekaya,عرفوا سائق الموتوسيكل هو رايح فين,4,2025-07-24 13:05:21,positive,عرفوا سائق الموتوسيكل رايح فين
Mahmud Mahmud,ممتاز,5,2025-07-24 13:04:40,positive,ممتاز
Sameh Mohsen,ممتاز,5,2025-07-24 12:43:35,positive,ممتاز
Sayed Mohamed,ممتازه,5,2025-07-24 12:00:55,positive,ممتازه
عتيق جمعان,جميل جدآ,5,2025-07-24 11:32:41,positive,جميل جدا
علي عواض,ممتاز بارك الله فيكم,5,2025-07-24 10:55:29,positive,ممتاز بارك الله فيكم
Momnalsed Alsed,جيد,4,2025-07-24 10:48:45,positive,جيد
mohamed sleam,ممتاز,5,2025-07-24 10:18:42,positive,ممتاز
Ic Ja,حلو لاكن يسرعع,3,2025-07-24 10:11:15,neutral,حلو لاكن يسرعع
Ahmed Badawy,ممتاز,5,2025-07-24 10:00:43,positive,ممتاز
Gehan Shaker,حاجه كويسه جدا سهلت علينا تعب كتير,5,2025-07-24 09:49:44,positive,حاجه كويسه جدا سهلت علينا تعب كتير
ahmed abdala,جيد,5,2025-07-24 09:10:53,positive,جيد
Ibrahim Siddig,ممتاز.. ويستحق!,5,2025-07-24 09:09:03,positive,ممتاز ويستحق
ابو ادهم,ممتاز,5,2025-07-24 09:03:05,positive,ممتاز
hadeel ammar,رائعه,5,2025-07-24 08:30:48,positive,رائعه
Moha Sanad,برنامج رائع جدا ومميز,5,2025-07-24 08:08:59,positive,رائع جدا ومميز
Safi Albir,ممتاز,5,2025-07-24 07:44:26,positive,ممتاز
Abd Alhamed,ممتازه,5,2025-07-24 07:21:18,positive,ممتازه
Wael Abad,ممتازين,1,2025-07-24 07:01:15,negative,ممتازين
Abdullah The decimal,جميل,5,2025-07-24 06:58:57,positive,جميل
ايمن شتات,ممتاز جداً,5,2025-07-24 06:43:44,positive,ممتاز جدا
Ashraf Nabil,ممتازه,5,2025-07-24 06:41:09,positive,ممتازه
ابو محمود,خدمه ممتازه,5,2025-07-24 05:39:22,positive,خدمه ممتازه
Mohmed Momea,سائق محترف,5,2025-07-24 04:59:38,positive,سائق محترف
محمود عبده,ممتاز,3,2025-07-24 04:44:24,neutral,ممتاز
احلام بركات,رائع 🤩,5,2025-07-24 04:31:01,positive,رائع
Esam ALdin Osama,رحلة جميلة,5,2025-07-24 03:59:41,positive,رحله جميله
مازن عمرو,أسطورة,5,2025-07-24 03:55:01,positive,اسطوره
Ashraf Soida,سوف ابداء فى استخدام أوبر اسكور برجاء مراعاه الاستخدام اليومى من المنزل إلى العمل ذهاب واياب ارجوا المساعده,5,2025-07-24 03:37:36,positive,ابداء استخدام اوبر اسكور برجاء مراعاه الاستخدام اليومي المنزل الي العمل ذهاب واياب ارجوا المساعده
عدنان العزيق,جميييل جدا,5,2025-07-24 00:58:27,positive,جميييل جدا
‪MOHAMED SAMEH (Rico)‬‏,Keep going with uber,5,2025-07-24 00:46:35,positive,
Um islam Waly,ممتازه,5,2025-07-23 23:21:14,positive,ممتازه
Tamer Mahmoed,جيد جدااا,5,2025-07-23 23:03:47,positive,جيد جدااا
Sayed Abada,ممتازة,5,2025-07-23 22:49:30,positive,ممتازه
Farouk Elsbahi,ممتاز,5,2025-07-23 22:20:40,positive,ممتاز
عبدالمجيد ابوالحمايل,اسعاره تغيرت عن السابق للأفضل بكثير ويعتبر من الاوائل,5,2025-07-23 22:10:43,positive,اسعاره تغيرت السابق للافضل بكثير ويعتبر الاوائل
Mahmoud Abdelzaziz,good,5,2025-07-23 21:55:14,positive,
Yas ria,تجربة ممتازه جدا,5,2025-07-23 21:39:57,positive,تجربه ممتازه جدا
Jehan Ahmed,جيد جدا,5,2025-07-23 21:28:26,positive,جيد جدا
هيثم عبدالله رمضان عرفه,ممتاز,5,2025-07-23 20:43:03,positive,ممتاز
waleed alshatti,ممتااااااز... ولكن كيفية تحديد موقعي لكي تأتي السيارة مكان وقوفي,5,2025-07-23 20:36:24,positive,ممتااااااز كيفيه تحديد موقعي تاتي السياره مكان وقوفي
أحمد محمد عبدالعزيز حسن البلقاسي,good,5,2025-07-23 20:12:37,positive,
Ibrahim Mohamed,ممتاز جدا,5,2025-07-23 19:59:23,positive,ممتاز جدا
Baha Othman,شئ لا يوصف تطبيق جدا رائع انصح بأستخدامه,5,2025-07-23 19:35:53,positive,شئ يوصف جدا رائع انصح باستخدامه
adeal Ibrahim,ممتاز,5,2025-07-23 19:08:16,positive,ممتاز
mohammad Kabir,للأسف الشديد الأسعار غالية لحد كبير نرجو منكم الحل والتطبيق بطيء,2,2025-07-23 18:54:38,negative,للاسف الشديد الاسعار غاليه لحد كبير نرجو منكم الحل والتطبيق بطيء
madonna hanna,ممتاز,5,2025-07-23 18:20:54,positive,ممتاز
محمد سامح محمد سامح,جميل,5,2025-07-23 18:17:55,positive,جميل
Somh Nashwan,ممتازه,5,2025-07-23 17:58:48,positive,ممتازه
مصطفى حماده,ممتاز,5,2025-07-23 17:52:11,positive,ممتاز
اسلام المصري,جيد ولكن ليس ممتازه,3,2025-07-23 17:18:15,neutral,جيد ممتازه
karem almasry,ممتازة,5,2025-07-23 17:05:57,positive,ممتازه
عبدالرحمن 1986,كويس,5,2025-07-23 16:57:35,positive,كويس
Hesham Kamal,بصراحة برنامج أصبح قبيح ومؤسف رجاء إلغاء الخدمة في مصر أفضل من هذا الوضع السئ الدنئ !!!,1,2025-07-23 16:49:01,negative,بصراحه اصبح قبيح ومءسف رجاء الغاء الخدمه مصر افضل الوضع السئ الدنئ
Mohamed Abdelmoneim,حجزت اتوبيس، السائق لم يتوقف عند نقطة الالتقاء وانا كنت منتظر هناك,1,2025-07-23 16:36:25,negative,حجزت اتوبيس، السائق يتوقف نقطه الالتقاء وانا كنت منتظر
Shreif Hafez saed,ممتاز جدا جدا جدا,5,2025-07-23 16:04:10,positive,ممتاز جدا جدا جدا
Khalid Gebril,ممتاز,5,2025-07-23 15:28:02,positive,ممتاز
عبدالرافع بابكر,ممتاز,5,2025-07-23 14:59:55,positive,ممتاز
عوض الحسين,ممتاز,5,2025-07-23 14:38:25,positive,ممتاز
Ashraf Khames,رحلة ممتازى,5,2025-07-23 14:14:38,positive,رحله ممتازي
Samer Anwar,good,4,2025-07-23 14:13:54,positive,
وجيه علي,@برامج جميل جدا,5,2025-07-23 13:49:56,positive,برامج جميل جدا
Ahmed Mostafa,محدش بيرد على الشكاوي,1,2025-07-23 13:49:19,negative,محدش بيرد الشكاوي
بكري شمس الدين,ممتاز,5,2025-07-23 13:20:07,positive,ممتاز
goggle goggle,ممتاز,5,2025-07-23 13:12:44,positive,ممتاز
Janet Farg,ممتاز سهوله التحرك,5,2025-07-23 12:44:07,positive,ممتاز سهوله التحرك
يوسف الذعواني,ممتاز,5,2025-07-23 12:25:13,positive,ممتاز
HAZAA K,جميل,5,2025-07-23 12:19:20,positive,جميل
Mohamed Monsuro,جميل و لكن فى بعض الأحيان الكابتن ليطلب مننا نلغي الرحلة علشان المكان شعبي و لو ملغتش لان المشكلة مش عندي بيطبق عليا غرامة,1,2025-07-23 12:14:40,negative,جميل الاحيان الكابتن ليطلب مننا نلغي الرحله علشان المكان شعبي ملغتش لان المشكله مش عندي بيطبق عليا غرامه
Sabry Gamal,ابلكيشن بقا زي الزفت السواقين اللي فيه بعد ما بيقبلو الرحلة ببكنسلوها علشان المكان قريب او المكان مش عجبهم وحاجه بقت قذره جدا,1,2025-07-23 11:53:58,negative,ابلكيشن بقا زي الزفت السواقين اللي بيقبلو الرحله ببكنسلوها علشان المكان قريب المكان مش عجبهم وحاجه بقت قذره جدا
